gene_i	gene_j	ERP117672	GSE302495
IFIT3	TOX	0.3336134453781513	-0.12375533428165006
ISG15	MX1	0.5392156862745098	0.5218295218295218
ISG15	OAS1	0.5042016806722689	0.35419630156472265
ISG15	CXCL9	0.4056022408963586	0.26053178684757633
ISG15	CXCL10	0.3820728291316527	0.464711675237991
ISG15	IFNG	0.38021856353791583	0.2947750700513334
ISG15	TNF	0.4163981400839921	0.34850640113798004
ISG15	CCL5	0.4815126050420168	0.12375533428165006
ISG15	NKG7	0.43865546218487395	0.15811357916621074
ISG15	PRF1	0.39355742296918766	0.13010176168070903
ISG15	GZMB	0.4319327731092438	-0.006455848561111719
ISG15	PDCD1	0.15714285714285714	-0.09049130101761681
ISG15	LAG3	0.1392156862745098	0.06094758726337673
ISG15	TIGIT	0.4890756302521009	0.306707517233833
ISG15	TOX	0.49439775910364153	-0.033592296750191486
MX1	OAS1	0.650140056022409	0.5655979866506182
MX1	CXCL9	0.21708683473389356	0.3988401356822409
MX1	CXCL10	0.20448179271708683	0.501039501039501
MX1	IFNG	0.24964977163764407	0.14996175061325728
MX1	TNF	0.2569026559319952	0.43341722289090706
MX1	CCL5	0.2893557422969188	0.26140715614399823
MX1	NKG7	0.18095238095238098	0.1425757741547215
MX1	PRF1	0.29327731092436976	0.26118831381989277
MX1	GZMB	0.3938375350140056	0.3754240070029544
MX1	PDCD1	0.2142857142857143	0.2539665171244119
MX1	LAG3	0.18683473389355743	0.31677426414268517
MX1	TIGIT	0.2742296918767507	0.23361418098260203
MX1	TOX	0.5142857142857143	0.08305066199803042
OAS1	CXCL9	0.08935574229691878	0.550060181639129
OAS1	CXCL10	0.17871148459383757	0.4244446876025823
OAS1	IFNG	0.15634632163165585	0.3068245898230341
OAS1	TNF	0.2493343289159953	0.2666593719225298
OAS1	CCL5	0.25462184873949584	0.43823175402122777
OAS1	NKG7	0.19215686274509805	0.33647007331217854
OAS1	PRF1	0.24957983193277314	0.5027902396323448
OAS1	GZMB	0.215406162464986	0.44063901958638796
OAS1	PDCD1	0.238375350140056	0.1870007659481344
OAS1	LAG3	0.2490196078431373	0.5218295218295218
OAS1	TIGIT	0.24957983193277314	0.33165554218185794
OAS1	TOX	0.48515406162464986	0.10077689025057447
CXCL9	CXCL10	0.8515406162464986	0.7802823065980962
CXCL9	IFNG	0.7444662662639957	0.42600529447403773
CXCL9	TNF	0.8615278919879837	0.6019258124521282
CXCL9	CCL5	0.8700280112044817	0.5522486048801838
CXCL9	NKG7	0.6238095238095238	0.6010504431557063
CXCL9	PRF1	0.6803921568627451	0.5467775467775468
CXCL9	GZMB	0.7095238095238096	0.5979866506182295
CXCL9	PDCD1	0.4661064425770309	0.5704125177809388
CXCL9	LAG3	0.4179271708683474	0.410219936535726
CXCL9	TIGIT	0.7663865546218488	0.5968924389977022
CXCL9	TOX	0.6198879551820728	0.4935988620199146
CXCL10	IFNG	0.6349117649056132	0.5241541100689818
CXCL10	TNF	0.8019623552879849	0.6524783893204945
CXCL10	CCL5	0.7708683473389356	0.4859393806762227
CXCL10	NKG7	0.6159663865546219	0.4463289200131305
CXCL10	PRF1	0.6154061624649859	0.4170040485829959
CXCL10	GZMB	0.5145658263305323	0.4846263267315899
CXCL10	PDCD1	0.5246498599439776	0.5531239741766059
CXCL10	LAG3	0.33277310924369746	0.31108436371594267
CXCL10	TIGIT	0.6630252100840336	0.4881278039172776
CXCL10	TOX	0.5092436974789917	0.37608053397527086
IFNG	TNF	0.6926959816348731	0.44878984095143554
IFNG	CCL5	0.797142087888998	0.6065290088718813
IFNG	NKG7	0.6458391959873957	0.529631164510664
IFNG	PRF1	0.747828552750698	0.7079640571318349
IFNG	GZMB	0.7038386378830098	0.5894405990138332
IFNG	PDCD1	0.6158588081476336	0.5079420289216027
IFNG	LAG3	0.5626226054415143	0.5436524238813703
IFNG	TIGIT	0.8405716216755691	0.5975466395875227
IFNG	TOX	0.7455870284262298	0.3602806411738519
TNF	CCL5	0.8782062422639836	0.5452456505088084
TNF	NKG7	0.7004907115919868	0.49731918152970783
TNF	PRF1	0.7335671037359862	0.46974504869241707
TNF	GZMB	0.638262245015988	0.6597001860159756
TNF	PDCD1	0.5722496149319892	0.45836524783893207
TNF	LAG3	0.5414156900519898	0.3522267206477733
TNF	TIGIT	0.7976175749639851	0.5266440529598424
TNF	TOX	0.6695166325079874	0.410219936535726
CCL5	NKG7	0.7901960784313725	0.8323667797352008
CCL5	PRF1	0.8568627450980392	0.8170478170478171
CCL5	GZMB	0.8022408963585435	0.7039063354852828
CCL5	PDCD1	0.5750700280112045	0.5640660903818798
CCL5	LAG3	0.48655462184873954	0.653572600941022
CCL5	TIGIT	0.8476190476190477	0.5620965094649304
CCL5	TOX	0.7140056022408965	0.4191924718240508
NKG7	PRF1	0.861624649859944	0.7675894517999781
NKG7	GZMB	0.7406162464985995	0.6452565926250137
NKG7	PDCD1	0.5535014005602241	0.42838384943648106
NKG7	LAG3	0.5901960784313726	0.5445891235364919
NKG7	TIGIT	0.7123249299719888	0.5143888828099354
NKG7	TOX	0.5661064425770308	0.25768683663420505
PRF1	GZMB	0.8543417366946778	0.773935879199037
PRF1	PDCD1	0.5759103641456582	0.4911915964547544
PRF1	LAG3	0.6789915966386556	0.8087318087318087
PRF1	TIGIT	0.7378151260504202	0.5612211401685085
PRF1	TOX	0.723529411764706	0.37673706094758724
GZMB	PDCD1	0.42268907563025215	0.5914213808950651
GZMB	LAG3	0.49159663865546227	0.5785096837728416
GZMB	TIGIT	0.6630252100840336	0.6065215012583433
GZMB	TOX	0.6372549019607843	0.35594704015756645
PDCD1	LAG3	0.7243697478991598	0.409782251887515
PDCD1	TIGIT	0.6336134453781513	0.5990808622387569
PDCD1	TOX	0.553781512605042	0.5599080862238756
LAG3	TIGIT	0.4971988795518208	0.46405514826567457
LAG3	TOX	0.5565826330532213	0.2800087536929642
TIGIT	TOX	0.8106442577030812	0.41240835977678086
